"token_index";"character";"unicode";"token_word";"token_hi";"token_lo";"initial_index";"medial_index";"final_index";"composition_payload"
"854";"찮";"U+CC2E";"0xBEF0";"0xBE";"0xF0";"14";"0";"6";"0x3806"
"855";"찰";"U+CC30";"0xBEF3";"0xBE";"0xF3";"14";"0";"8";"0x3808"
"856";"참";"U+CC38";"0xBEFB";"0xBE";"0xFB";"14";"0";"16";"0x3810"
"857";"찼";"U+CC3C";"0xBF42";"0xBF";"0x42";"14";"0";"20";"0x3814"
"858";"창";"U+CC3D";"0xBF43";"0xBF";"0x43";"14";"0";"21";"0x3815"
"859";"찾";"U+CC3E";"0xBF44";"0xBF";"0x44";"14";"0";"22";"0x3816"
"860";"채";"U+CC44";"0xBF4A";"0xBF";"0x4A";"14";"1";"0";"0x3820"
"861";"책";"U+CC45";"0xBF4B";"0xBF";"0x4B";"14";"1";"1";"0x3821"
"862";"챈";"U+CC48";"0xBF4E";"0xBF";"0x4E";"14";"1";"4";"0x3824"
"863";"챘";"U+CC58";"0xBF5F";"0xBF";"0x5F";"14";"1";"20";"0x3834"
"864";"챙";"U+CC59";"0xBF60";"0xBF";"0x60";"14";"1";"21";"0x3835"
"865";"처";"U+CC98";"0xBFAD";"0xBF";"0xAD";"14";"4";"0";"0x3880"
"866";"척";"U+CC99";"0xBFAE";"0xBF";"0xAE";"14";"4";"1";"0x3881"
"867";"천";"U+CC9C";"0xBFB1";"0xBF";"0xB1";"14";"4";"4";"0x3884"
"868";"철";"U+CCA0";"0xBFB5";"0xBF";"0xB5";"14";"4";"8";"0x3888"
"869";"첨";"U+CCA8";"0xBFBD";"0xBF";"0xBD";"14";"4";"16";"0x3890"
"870";"첩";"U+CCA9";"0xBFBE";"0xBF";"0xBE";"14";"4";"17";"0x3891"
"871";"첫";"U+CCAB";"0xBFC0";"0xBF";"0xC0";"14";"4";"19";"0x3893"
"872";"청";"U+CCAD";"0xBFC2";"0xBF";"0xC2";"14";"4";"21";"0x3895"
"873";"체";"U+CCB4";"0xBFC9";"0xBF";"0xC9";"14";"5";"0";"0x38A0"
"874";"쳐";"U+CCD0";"0xBFED";"0xBF";"0xED";"14";"6";"0";"0x38C0"
"875";"쳤";"U+CCE4";"0xC045";"0xC0";"0x45";"14";"6";"20";"0x38D4"
"876";"초";"U+CD08";"0xC06A";"0xC0";"0x6A";"14";"8";"0";"0x3900"
"877";"촉";"U+CD09";"0xC06B";"0xC0";"0x6B";"14";"8";"1";"0x3901"
"878";"촛";"U+CD1B";"0xC07D";"0xC0";"0x7D";"14";"8";"19";"0x3913"
"879";"총";"U+CD1D";"0xC080";"0xC0";"0x80";"14";"8";"21";"0x3915"
"880";"최";"U+CD5C";"0xC0CC";"0xC0";"0xCC";"14";"11";"0";"0x3960"
"881";"추";"U+CD94";"0xC150";"0xC1";"0x50";"14";"13";"0";"0x39A0"
"882";"축";"U+CD95";"0xC151";"0xC1";"0x51";"14";"13";"1";"0x39A1"
"883";"춘";"U+CD98";"0xC154";"0xC1";"0x54";"14";"13";"4";"0x39A4"
"884";"출";"U+CD9C";"0xC158";"0xC1";"0x58";"14";"13";"8";"0x39A8"
"885";"춤";"U+CDA4";"0xC161";"0xC1";"0x61";"14";"13";"16";"0x39B0"
"886";"충";"U+CDA9";"0xC166";"0xC1";"0x66";"14";"13";"21";"0x39B5"
"887";"춰";"U+CDB0";"0xC16D";"0xC1";"0x6D";"14";"14";"0";"0x39C0"
"888";"췄";"U+CDC4";"0xC182";"0xC1";"0x82";"14";"14";"20";"0x39D4"
"889";"취";"U+CDE8";"0xC1B3";"0xC1";"0xB3";"14";"16";"0";"0x3A00"
"890";"츠";"U+CE20";"0xC1F4";"0xC1";"0xF4";"14";"18";"0";"0x3A40"
"891";"측";"U+CE21";"0xC1F5";"0xC1";"0xF5";"14";"18";"1";"0x3A41"
"892";"층";"U+CE35";"0xC24C";"0xC2";"0x4C";"14";"18";"21";"0x3A55"
"893";"치";"U+CE58";"0xC270";"0xC2";"0x70";"14";"20";"0";"0x3A80"
"894";"칙";"U+CE59";"0xC271";"0xC2";"0x71";"14";"20";"1";"0x3A81"
"895";"친";"U+CE5C";"0xC274";"0xC2";"0x74";"14";"20";"4";"0x3A84"
"896";"칠";"U+CE60";"0xC278";"0xC2";"0x78";"14";"20";"8";"0x3A88"
"897";"침";"U+CE68";"0xC281";"0xC2";"0x81";"14";"20";"16";"0x3A90"
"898";"칫";"U+CE6B";"0xC284";"0xC2";"0x84";"14";"20";"19";"0x3A93"
"899";"칭";"U+CE6D";"0xC286";"0xC2";"0x86";"14";"20";"21";"0x3A95"
"900";"카";"U+CE74";"0xC292";"0xC2";"0x92";"15";"0";"0";"0x3C00"
"901";"칵";"U+CE75";"0xC294";"0xC2";"0x94";"15";"0";"1";"0x3C01"
"902";"칸";"U+CE78";"0xC297";"0xC2";"0x97";"15";"0";"4";"0x3C04"
"903";"칼";"U+CE7C";"0xC29B";"0xC2";"0x9B";"15";"0";"8";"0x3C08"
"904";"캄";"U+CE84";"0xC2AA";"0xC2";"0xAA";"15";"0";"16";"0x3C10"
"905";"캉";"U+CE89";"0xC2AF";"0xC2";"0xAF";"15";"0";"21";"0x3C15"
"906";"캐";"U+CE90";"0xC2B6";"0xC2";"0xB6";"15";"1";"0";"0x3C20"
"907";"캔";"U+CE94";"0xC2BA";"0xC2";"0xBA";"15";"1";"4";"0x3C24"
"908";"커";"U+CEE4";"0xC356";"0xC3";"0x56";"15";"4";"0";"0x3C80"
"909";"컨";"U+CEE8";"0xC35A";"0xC3";"0x5A";"15";"4";"4";"0x3C84"
"910";"컬";"U+CEEC";"0xC35F";"0xC3";"0x5F";"15";"4";"8";"0x3C88"
"911";"컴";"U+CEF4";"0xC367";"0xC3";"0x67";"15";"4";"16";"0x3C90"
"912";"컷";"U+CEF7";"0xC36A";"0xC3";"0x6A";"15";"4";"19";"0x3C93"
"913";"컸";"U+CEF8";"0xC36B";"0xC3";"0x6B";"15";"4";"20";"0x3C94"
"914";"케";"U+CF00";"0xC373";"0xC3";"0x73";"15";"5";"0";"0x3CA0"
"915";"켁";"U+CF01";"0xC374";"0xC3";"0x74";"15";"5";"1";"0x3CA1"
"916";"켓";"U+CF13";"0xC387";"0xC3";"0x87";"15";"5";"19";"0x3CB3"
"917";"켜";"U+CF1C";"0xC396";"0xC3";"0x96";"15";"6";"0";"0x3CC0"
"918";"켠";"U+CF20";"0xC39A";"0xC3";"0x9A";"15";"6";"4";"0x3CC4"
"919";"켰";"U+CF30";"0xC3B1";"0xC3";"0xB1";"15";"6";"20";"0x3CD4"
"920";"코";"U+CF54";"0xC3D5";"0xC3";"0xD5";"15";"8";"0";"0x3D00"
"921";"콘";"U+CF58";"0xC3D9";"0xC3";"0xD9";"15";"8";"4";"0x3D04"
"922";"콜";"U+CF5C";"0xC3DE";"0xC3";"0xDE";"15";"8";"8";"0x3D08"
"923";"콤";"U+CF64";"0xC3ED";"0xC3";"0xED";"15";"8";"16";"0x3D10"
"924";"콧";"U+CF67";"0xC3F0";"0xC3";"0xF0";"15";"8";"19";"0x3D13"
"925";"쾌";"U+CF8C";"0xC459";"0xC4";"0x59";"15";"10";"0";"0x3D40"
"926";"쾨";"U+CFA8";"0xC476";"0xC4";"0x76";"15";"11";"0";"0x3D60"
"927";"퀴";"U+D034";"0xC55D";"0xC5";"0x5D";"15";"16";"0";"0x3E00"
"928";"퀸";"U+D038";"0xC561";"0xC5";"0x61";"15";"16";"4";"0x3E04"
"929";"크";"U+D06C";"0xC59D";"0xC5";"0x9D";"15";"18";"0";"0x3E40"
"930";"큰";"U+D070";"0xC5A2";"0xC5";"0xA2";"15";"18";"4";"0x3E44"
"931";"클";"U+D074";"0xC5AB";"0xC5";"0xAB";"15";"18";"8";"0x3E48"
"932";"큼";"U+D07C";"0xC5B3";"0xC5";"0xB3";"15";"18";"16";"0x3E50"
"933";"키";"U+D0A4";"0xC5DB";"0xC5";"0xDB";"15";"20";"0";"0x3E80"
"934";"킨";"U+D0A8";"0xC5E6";"0xC5";"0xE6";"15";"20";"4";"0x3E84"
"935";"킬";"U+D0AC";"0xC5EA";"0xC5";"0xEA";"15";"20";"8";"0x3E88"
"936";"킹";"U+D0B9";"0xC5F9";"0xC5";"0xF9";"15";"20";"21";"0x3E95"
"937";"타";"U+D0C0";"0xC643";"0xC6";"0x43";"16";"0";"0";"0x4000"
"938";"탁";"U+D0C1";"0xC644";"0xC6";"0x44";"16";"0";"1";"0x4001"
"939";"탄";"U+D0C4";"0xC647";"0xC6";"0x47";"16";"0";"4";"0x4004"
"940";"탈";"U+D0C8";"0xC64B";"0xC6";"0x4B";"16";"0";"8";"0x4008"
"941";"탐";"U+D0D0";"0xC653";"0xC6";"0x53";"16";"0";"16";"0x4010"
"942";"탑";"U+D0D1";"0xC654";"0xC6";"0x54";"16";"0";"17";"0x4011"
"943";"탓";"U+D0D3";"0xC656";"0xC6";"0x56";"16";"0";"19";"0x4013"
"944";"탔";"U+D0D4";"0xC657";"0xC6";"0x57";"16";"0";"20";"0x4014"
"945";"탕";"U+D0D5";"0xC658";"0xC6";"0x58";"16";"0";"21";"0x4015"
"946";"태";"U+D0DC";"0xC660";"0xC6";"0x60";"16";"1";"0";"0x4020"
"947";"택";"U+D0DD";"0xC661";"0xC6";"0x61";"16";"1";"1";"0x4021"
"948";"탠";"U+D0E0";"0xC664";"0xC6";"0x64";"16";"1";"4";"0x4024"
"949";"탱";"U+D0F1";"0xC675";"0xC6";"0x75";"16";"1";"21";"0x4035"
"950";"터";"U+D130";"0xC6C2";"0xC6";"0xC2";"16";"4";"0";"0x4080"
"951";"턱";"U+D131";"0xC6C3";"0xC6";"0xC3";"16";"4";"1";"0x4081"
"952";"턴";"U+D134";"0xC6C6";"0xC6";"0xC6";"16";"4";"4";"0x4084"
"953";"털";"U+D138";"0xC6CA";"0xC6";"0xCA";"16";"4";"8";"0x4088"
"954";"텅";"U+D145";"0xC6D7";"0xC6";"0xD7";"16";"4";"21";"0x4095"
"955";"테";"U+D14C";"0xC6DF";"0xC6";"0xDF";"16";"5";"0";"0x40A0"
"956";"텐";"U+D150";"0xC6E9";"0xC6";"0xE9";"16";"5";"4";"0x40A4"
"957";"텔";"U+D154";"0xC6EE";"0xC6";"0xEE";"16";"5";"8";"0x40A8"
"958";"템";"U+D15C";"0xC6F7";"0xC6";"0xF7";"16";"5";"16";"0x40B0"
"959";"텨";"U+D168";"0xC746";"0xC7";"0x46";"16";"6";"0";"0x40C0"
"960";"토";"U+D1A0";"0xC780";"0xC7";"0x80";"16";"8";"0";"0x4100"
"961";"톤";"U+D1A4";"0xC784";"0xC7";"0x84";"16";"8";"4";"0x4104"
"962";"톨";"U+D1A8";"0xC788";"0xC7";"0x88";"16";"8";"8";"0x4108"
"963";"통";"U+D1B5";"0xC79B";"0xC7";"0x9B";"16";"8";"21";"0x4115"
"964";"퇴";"U+D1F4";"0xC7E8";"0xC7";"0xE8";"16";"11";"0";"0x4160"
"965";"투";"U+D22C";"0xC866";"0xC8";"0x66";"16";"13";"0";"0x41A0"
"966";"퉁";"U+D241";"0xC87B";"0xC8";"0x7B";"16";"13";"21";"0x41B5"
"967";"튀";"U+D280";"0xC8C8";"0xC8";"0xC8";"16";"16";"0";"0x4200"
"968";"튕";"U+D295";"0xC8DE";"0xC8";"0xDE";"16";"16";"21";"0x4215"
"969";"튜";"U+D29C";"0xC8EB";"0xC8";"0xEB";"16";"17";"0";"0x4220"
"970";"트";"U+D2B8";"0xC94C";"0xC9";"0x4C";"16";"18";"0";"0x4240"
"971";"특";"U+D2B9";"0xC94D";"0xC9";"0x4D";"16";"18";"1";"0x4241"
"972";"튼";"U+D2BC";"0xC950";"0xC9";"0x50";"16";"18";"4";"0x4244"
"973";"틀";"U+D2C0";"0xC954";"0xC9";"0x54";"16";"18";"8";"0x4248"
"974";"틈";"U+D2C8";"0xC95D";"0xC9";"0x5D";"16";"18";"16";"0x4250"
"975";"티";"U+D2F0";"0xC986";"0xC9";"0x86";"16";"20";"0";"0x4280"
"976";"틱";"U+D2F1";"0xC987";"0xC9";"0x87";"16";"20";"1";"0x4281"
"977";"틴";"U+D2F4";"0xC98F";"0xC9";"0x8F";"16";"20";"4";"0x4284"
"978";"팁";"U+D301";"0xC99E";"0xC9";"0x9E";"16";"20";"17";"0x4291"
"979";"팅";"U+D305";"0xC9A3";"0xC9";"0xA3";"16";"20";"21";"0x4295"
"980";"파";"U+D30C";"0xC9AF";"0xC9";"0xAF";"17";"0";"0";"0x4400"
"981";"팍";"U+D30D";"0xC9B0";"0xC9";"0xB0";"17";"0";"1";"0x4401"
"982";"판";"U+D310";"0xC9B3";"0xC9";"0xB3";"17";"0";"4";"0x4404"
"983";"팔";"U+D314";"0xC9B7";"0xC9";"0xB7";"17";"0";"8";"0x4408"
"984";"팠";"U+D320";"0xC9C3";"0xC9";"0xC3";"17";"0";"20";"0x4414"
"985";"팡";"U+D321";"0xC9C4";"0xC9";"0xC4";"17";"0";"21";"0x4415"
"986";"패";"U+D328";"0xC9CB";"0xC9";"0xCB";"17";"1";"0";"0x4420"
"987";"팬";"U+D32C";"0xC9CF";"0xC9";"0xCF";"17";"1";"4";"0x4424"
"988";"팻";"U+D33B";"0xC9DF";"0xC9";"0xDF";"17";"1";"19";"0x4433"
"989";"퍼";"U+D37C";"0xCA6C";"0xCA";"0x6C";"17";"4";"0";"0x4480"
"990";"펀";"U+D380";"0xCA70";"0xCA";"0x70";"17";"4";"4";"0x4484"
"991";"펄";"U+D384";"0xCA74";"0xCA";"0x74";"17";"4";"8";"0x4488"
"992";"펑";"U+D391";"0xCA82";"0xCA";"0x82";"17";"4";"21";"0x4495"
"993";"페";"U+D398";"0xCA8B";"0xCA";"0x8B";"17";"5";"0";"0x44A0"
"994";"펜";"U+D39C";"0xCA92";"0xCA";"0x92";"17";"5";"4";"0x44A4"
"995";"펠";"U+D3A0";"0xCA97";"0xCA";"0x97";"17";"5";"8";"0x44A8"
"996";"펴";"U+D3B4";"0xCAB2";"0xCA";"0xB2";"17";"6";"0";"0x44C0"
"997";"편";"U+D3B8";"0xCAB6";"0xCA";"0xB6";"17";"6";"4";"0x44C4"
"998";"펼";"U+D3BC";"0xCABA";"0xCA";"0xBA";"17";"6";"8";"0x44C8"
"999";"폈";"U+D3C8";"0xCAC6";"0xCA";"0xC6";"17";"6";"20";"0x44D4"
"1000";"평";"U+D3C9";"0xCAC7";"0xCA";"0xC7";"17";"6";"21";"0x44D5"
"1001";"폐";"U+D3D0";"0xCACE";"0xCA";"0xCE";"17";"7";"0";"0x44E0"
"1002";"포";"U+D3EC";"0xCAF3";"0xCA";"0xF3";"17";"8";"0";"0x4500"
"1003";"폭";"U+D3ED";"0xCAF4";"0xCA";"0xF4";"17";"8";"1";"0x4501"
"1004";"폰";"U+D3F0";"0xCAF7";"0xCA";"0xF7";"17";"8";"4";"0x4504"
"1005";"폴";"U+D3F4";"0xCAFB";"0xCA";"0xFB";"17";"8";"8";"0x4508"
"1006";"폼";"U+D3FC";"0xCB46";"0xCB";"0x46";"17";"8";"16";"0x4510"
"1007";"표";"U+D45C";"0xCBB5";"0xCB";"0xB5";"17";"12";"0";"0x4580"
"1008";"푸";"U+D478";"0xCBD1";"0xCB";"0xD1";"17";"13";"0";"0x45A0"
"1009";"푹";"U+D479";"0xCBD2";"0xCB";"0xD2";"17";"13";"1";"0x45A1"
"1010";"푼";"U+D47C";"0xCBD5";"0xCB";"0xD5";"17";"13";"4";"0x45A4"
"1011";"풀";"U+D480";"0xCBD9";"0xCB";"0xD9";"17";"13";"8";"0x45A8"
"1012";"품";"U+D488";"0xCBE8";"0xCB";"0xE8";"17";"13";"16";"0x45B0"
"1013";"풋";"U+D48B";"0xCBEB";"0xCB";"0xEB";"17";"13";"19";"0x45B3"
"1014";"풍";"U+D48D";"0xCBEE";"0xCB";"0xEE";"17";"13";"21";"0x45B5"
"1015";"프";"U+D504";"0xCCB8";"0xCC";"0xB8";"17";"18";"0";"0x4640"
"1016";"픈";"U+D508";"0xCCBC";"0xCC";"0xBC";"17";"18";"4";"0x4644"
"1017";"플";"U+D50C";"0xCCC0";"0xCC";"0xC0";"17";"18";"8";"0x4648"
"1018";"픔";"U+D514";"0xCCC8";"0xCC";"0xC8";"17";"18";"16";"0x4650"
"1019";"피";"U+D53C";"0xCCF9";"0xCC";"0xF9";"17";"20";"0";"0x4680"
"1020";"핀";"U+D540";"0xCD40";"0xCD";"0x40";"17";"20";"4";"0x4684"
"1021";"필";"U+D544";"0xCD44";"0xCD";"0x44";"17";"20";"8";"0x4688"
"1022";"핏";"U+D54F";"0xCD4F";"0xCD";"0x4F";"17";"20";"19";"0x4693"
"1023";"핑";"U+D551";"0xCD51";"0xCD";"0x51";"17";"20";"21";"0x4695"
"1024";"하";"U+D558";"0xCD58";"0xCD";"0x58";"18";"0";"0";"0x4800"
"1025";"학";"U+D559";"0xCD59";"0xCD";"0x59";"18";"0";"1";"0x4801"
"1026";"한";"U+D55C";"0xCD5D";"0xCD";"0x5D";"18";"0";"4";"0x4804"
"1027";"할";"U+D560";"0xCD61";"0xCD";"0x61";"18";"0";"8";"0x4808"
"1028";"핥";"U+D565";"0xCD66";"0xCD";"0x66";"18";"0";"13";"0x480D"
"1029";"함";"U+D568";"0xCD69";"0xCD";"0x69";"18";"0";"16";"0x4810"
"1030";"합";"U+D569";"0xCD6A";"0xCD";"0x6A";"18";"0";"17";"0x4811"
"1031";"핫";"U+D56B";"0xCD6C";"0xCD";"0x6C";"18";"0";"19";"0x4813"
"1032";"항";"U+D56D";"0xCD6E";"0xCD";"0x6E";"18";"0";"21";"0x4815"
"1033";"해";"U+D574";"0xCD75";"0xCD";"0x75";"18";"1";"0";"0x4820"
"1034";"핸";"U+D578";"0xCD79";"0xCD";"0x79";"18";"1";"4";"0x4824"
"1035";"핼";"U+D57C";"0xCD7D";"0xCD";"0x7D";"18";"1";"8";"0x4828"
"1036";"햇";"U+D587";"0xCD8B";"0xCD";"0x8B";"18";"1";"19";"0x4833"
"1037";"했";"U+D588";"0xCD8F";"0xCD";"0x8F";"18";"1";"20";"0x4834"
"1038";"행";"U+D589";"0xCD90";"0xCD";"0x90";"18";"1";"21";"0x4835"
"1039";"향";"U+D5A5";"0xCDB4";"0xCD";"0xB4";"18";"2";"21";"0x4855"
"1040";"허";"U+D5C8";"0xCDD7";"0xCD";"0xD7";"18";"4";"0";"0x4880"
"1041";"헌";"U+D5CC";"0xCDDB";"0xCD";"0xDB";"18";"4";"4";"0x4884"
"1042";"헐";"U+D5D0";"0xCDE6";"0xCD";"0xE6";"18";"4";"8";"0x4888"
"1043";"험";"U+D5D8";"0xCDEF";"0xCD";"0xEF";"18";"4";"16";"0x4890"
"1044";"헛";"U+D5DB";"0xCDF3";"0xCD";"0xF3";"18";"4";"19";"0x4893"
"1045";"헤";"U+D5E4";"0xCDFC";"0xCD";"0xFC";"18";"5";"0";"0x48A0"
"1046";"헨";"U+D5E8";"0xCE43";"0xCE";"0x43";"18";"5";"4";"0x48A4"
"1047";"헬";"U+D5EC";"0xCE47";"0xCE";"0x47";"18";"5";"8";"0x48A8"
"1048";"혀";"U+D600";"0xCE5B";"0xCE";"0x5B";"18";"6";"0";"0x48C0"
"1049";"현";"U+D604";"0xCE60";"0xCE";"0x60";"18";"6";"4";"0x48C4"
"1050";"혈";"U+D608";"0xCE64";"0xCE";"0x64";"18";"6";"8";"0x48C8"
"1051";"협";"U+D611";"0xCE6D";"0xCE";"0x6D";"18";"6";"17";"0x48D1"
"1052";"혔";"U+D614";"0xCE70";"0xCE";"0x70";"18";"6";"20";"0x48D4"
"1053";"형";"U+D615";"0xCE71";"0xCE";"0x71";"18";"6";"21";"0x48D5"
"1054";"혜";"U+D61C";"0xCE78";"0xCE";"0x78";"18";"7";"0";"0x48E0"
"1055";"호";"U+D638";"0xCE9B";"0xCE";"0x9B";"18";"8";"0";"0x4900"
"1056";"혹";"U+D639";"0xCE9D";"0xCE";"0x9D";"18";"8";"1";"0x4901"
"1057";"혼";"U+D63C";"0xCEA1";"0xCE";"0xA1";"18";"8";"4";"0x4904"
"1058";"홀";"U+D640";"0xCEAA";"0xCE";"0xAA";"18";"8";"8";"0x4908"
"1059";"홉";"U+D649";"0xCEB3";"0xCE";"0xB3";"18";"8";"17";"0x4911"
"1060";"홍";"U+D64D";"0xCEB7";"0xCE";"0xB7";"18";"8";"21";"0x4915"
"1061";"화";"U+D654";"0xCEBE";"0xCE";"0xBE";"18";"9";"0";"0x4920"
"1062";"확";"U+D655";"0xCEBF";"0xCE";"0xBF";"18";"9";"1";"0x4921"
"1063";"환";"U+D658";"0xCEC2";"0xCE";"0xC2";"18";"9";"4";"0x4924"
"1064";"활";"U+D65C";"0xCEC6";"0xCE";"0xC6";"18";"9";"8";"0x4928"
"1065";"황";"U+D669";"0xCED3";"0xCE";"0xD3";"18";"9";"21";"0x4935"
"1066";"회";"U+D68C";"0xCF42";"0xCF";"0x42";"18";"11";"0";"0x4960"
"1067";"획";"U+D68D";"0xCF43";"0xCF";"0x43";"18";"11";"1";"0x4961"
"1068";"횟";"U+D69F";"0xCF55";"0xCF";"0x55";"18";"11";"19";"0x4973"
"1069";"효";"U+D6A8";"0xCF5F";"0xCF";"0x5F";"18";"12";"0";"0x4980"
"1070";"후";"U+D6C4";"0xCF7B";"0xCF";"0x7B";"18";"13";"0";"0x49A0"
"1071";"훈";"U+D6C8";"0xCF80";"0xCF";"0x80";"18";"13";"4";"0x49A4"
"1072";"훌";"U+D6CC";"0xCF84";"0xCF";"0x84";"18";"13";"8";"0x49A8"
"1073";"훑";"U+D6D1";"0xCF8B";"0xCF";"0x8B";"18";"13";"13";"0x49AD"
"1074";"훔";"U+D6D4";"0xCF91";"0xCF";"0x91";"18";"13";"16";"0x49B0"
"1075";"훗";"U+D6D7";"0xCF95";"0xCF";"0x95";"18";"13";"19";"0x49B3"
"1076";"훨";"U+D6E8";"0xCFAD";"0xCF";"0xAD";"18";"14";"8";"0x49C8"
"1077";"휘";"U+D718";"0xCFDE";"0xCF";"0xDE";"18";"16";"0";"0x4A00"
"1078";"휩";"U+D729";"0xCFF7";"0xCF";"0xF7";"18";"16";"17";"0x4A11"
"1079";"휴";"U+D734";"0xD045";"0xD0";"0x45";"18";"17";"0";"0x4A20"
"1080";"흉";"U+D749";"0xD05A";"0xD0";"0x5A";"18";"17";"21";"0x4A35"
"1081";"흐";"U+D750";"0xD062";"0xD0";"0x62";"18";"18";"0";"0x4A40"
"1082";"흑";"U+D751";"0xD063";"0xD0";"0x63";"18";"18";"1";"0x4A41"
"1083";"흔";"U+D754";"0xD066";"0xD0";"0x66";"18";"18";"4";"0x4A44"
"1084";"흘";"U+D758";"0xD06A";"0xD0";"0x6A";"18";"18";"8";"0x4A48"
"1085";"흙";"U+D759";"0xD06B";"0xD0";"0x6B";"18";"18";"9";"0x4A49"
"1086";"흠";"U+D760";"0xD072";"0xD0";"0x72";"18";"18";"16";"0x4A50"
"1087";"흡";"U+D761";"0xD073";"0xD0";"0x73";"18";"18";"17";"0x4A51"
"1088";"흥";"U+D765";"0xD077";"0xD0";"0x77";"18";"18";"21";"0x4A55"
"1089";"흩";"U+D769";"0xD07B";"0xD0";"0x7B";"18";"18";"25";"0x4A59"
"1090";"희";"U+D76C";"0xD07E";"0xD0";"0x7E";"18";"19";"0";"0x4A60"
"1091";"흰";"U+D770";"0xD083";"0xD0";"0x83";"18";"19";"4";"0x4A64"
"1092";"히";"U+D788";"0xD0A3";"0xD0";"0xA3";"18";"20";"0";"0x4A80"
"1093";"힌";"U+D78C";"0xD0AC";"0xD0";"0xAC";"18";"20";"4";"0x4A84"
"1094";"힐";"U+D790";"0xD0B0";"0xD0";"0xB0";"18";"20";"8";"0x4A88"
"1095";"힘";"U+D798";"0xD0B8";"0xD0";"0xB8";"18";"20";"16";"0x4A90"
